,title,url,description
146,Contact Card / Profile Card Animation,https://codemyui.com/contact-card-profile-card-animation/,"Cool little contact card UI animation designed by RichoxDesign and developed by Aaron Taylor. When you click on the contact button it drops down and shows you the email,..."
147,Marker Pen Effect On Text Animation,https://codemyui.com/marker-pen-effect-on-text-animation/,Here is a bunch of CSS only hover animation mimicking the effect of highlighting text using a marker pen.
148,Vertical Timeline With Jumplinks Content,https://codemyui.com/vertical-timeline-with-jumplinks-content/,Here is a vertical timeline snippet by Victor Lebedev. This code snippet uses jquery and you can click on the years to jump to the content for that year....
149,CSS Only Horizontal Family Tree,https://codemyui.com/css-only-horizontal-family-tree/,We have seen a vertical family tree in pure CSS and now we a horizontal flowchart designed by Peiwen Lu.
150,Blurry Wavy Text Animation,https://codemyui.com/blurry-wavy-text-animation/,This is an epic blur text animation in pure CSS designed by Yusuke Nakaya. The text is broken up and then it moves around in a wavy fashion.
151,Horizontal Timeline With Fade In Content Area,https://codemyui.com/horizontal-timeline-with-fade-in-content-area/,A minimal horizontal timeline in pure CSS designed by Peiwen Lu. When you select any one of the entries the content block above the timeline fades in and displays...
152,Elastic Gradient Navigation Tab,https://codemyui.com/elastic-gradient-navigation-tab/,"This amazing navigation tab was designed by Nenad Kaevik, it has an elastic movement when you switch between the tabs the active tabs."
153,Color Cycle Animation for Text,https://codemyui.com/color-cycle-animation-for-text/,In this cute pure CSS text animation designed by Gabriel Cyrillo you get the rainbow colors cycling through the background.
154,eMail validation microinteraction,https://codemyui.com/email-validation-microinteraction/,This text field validation micro interaction by Aaron Iker check for email added to this field and on successfully entering one the @ symbol turns to a tick. This...
155,Hamburger Menu to Sidebar Navigation Menu,https://codemyui.com/hamburger-menu-to-sidebar-navigation-menu/,"In this code snippet, the hamburger menu icon transforms into the sidebar navigation menu on click and on clicking the x icon on the menu it collapses back to..."
156,Hide Header Navigation on Scroll down and Show on Scroll Up,https://codemyui.com/hide-header-navigation-on-scroll-down-and-show-on-scroll-up/,"In this simple code snippet, we see how we can hide the navigation menu when a user scrolls down and reveal it when they try to scroll up. This..."
157,Colorful Gradient Long Shadow,https://codemyui.com/colorful-gradient-long-shadow/,A colourful long shadow text animation that slides into view on click designed by Fabio Ottaviani.
158,Simple Sticky Navigation Menu,https://codemyui.com/simple-sticky-navigation-menu/,A very simple sticky header for your navigation menu designed by Marco Biedermann. When you scroll down the navigation menu gets stuck to the top of the page.
159,Squash and Stretch Text Animation using Variable Font,https://codemyui.com/squash-and-stretch-text-animation-using-variable-font/,"Here is another variable font demo by Mandy Michael. In this css only text animation, you have 2 part text one which squashes while the other stretches giving the..."
160,CSS Only Date Picker With Calendar Dropdown,https://codemyui.com/css-only-date-picker-with-calendar-dropdown/,Loving this sweet date picker by Shaw in pure CSS. When you click on the input field it draws out a calendar grid and on picking a day the...
161,Accordion to Speech Bubble Animation,https://codemyui.com/accordion-to-speech-bubble-animation/,This is a nifty little animation to show quotes from users or something similar on web pages where you have multiple tabs kinda like an accordion menu or even...
162,Animated Notification Tooltip for Mobile Navigation Menu,https://codemyui.com/animated-notification-tooltip-for-mobile-navigation-menu/,A subtle animated notification tooltip that shows up when one of the menu items from the navigation bar is activated. This snippet was designed by Yanni.
163,Growing Grass Text Effect with Variable Font,https://codemyui.com/growing-grass-text-effect-with-variable-font/,"This spectacular text animation is by Mandy Michael, it uses Variable Font to create the effect of grass growing out of the text. Have a gardening or landscaping business..."
164,Buttom Zoom Effect With Glint,https://codemyui.com/buttom-zoom-effect-with-glint/,"This handy CTA button will zoom in and show a glint effect in the top right corner on hover, it was designed by Antonio."
165,Cursive Text Neon Text Effect,https://codemyui.com/cursive-text-neon-text-effect/,"Here is a cool neon sign effect for text designed by Mark Heggan, the snippet uses a cursive font to get this neat text effect."
166,Fallout Pip-Boy Screen in CSS and HTML,https://codemyui.com/fallout-pip-boy-screen-in-css-and-html/,"Here is something awesome, the Pip-Boy screen from Fallout series in pure CSS designed by Chris Smith. For any Fallout game related website this would be an awesome text..."
167,Hamburger to Full Screen Navigtion Menu,https://codemyui.com/hamburger-to-full-screen-navigtion-menu/,Here is a very simple hamburger menu to a full-screen menu snippet that you can use on your new web project.
168,Add + to Close x Microinteraction,https://codemyui.com/add-to-close-x-microinteraction/,A simple micro-interaction to show the transition from a add(+) icon to a close(x) icon designed by Andreas Storm.
169,Tennis Toggle Button for Sports Websites,https://codemyui.com/tennis-toggle-button-for-sports-websites/,"Are you running a sports-related website and need to come up with a sports-related design for your toggle switch? Aint this your lucky day, Chris Gannon has come up..."
170,Play Button to Video Transition using clip-path,https://codemyui.com/play-button-to-video-transition-using-clip-path/,This is a really cool transition designed by Eric Johnson where you see the transition from a simple play icon to the background video. The play button has the...
171,3D Cube Flip Navigation Menu,https://codemyui.com/3d-cube-flip-navigation-menu/,Looking for some 3D effect to add to your website? How about this navigation menu by Mahmoud Zohdi that add a 3d flip to each page load? When you...
172,Broken and Out of Focus Text Effect using CSS,https://codemyui.com/broken-and-out-of-focus-text-effect-using-css/,I am loving this pure CSS text animation by Yusuke Nakaya where you have the text that is broken up and the pieces move up and down giving it...
173,CSS Only Transition for Sign In to Register,https://codemyui.com/css-only-transition-for-sign-in-to-register/,Here is a simple card UI inspired login form from Sean Mann that has a nice transition between the Sign In & Register UI. When you click on register...
174,Collapsed to Reveal Full Breadcrumbs on Hover,https://codemyui.com/collapsed-to-reveal-full-breadcrumbs-on-hover/,"Personally, I am not a big fan of hiding the breadcrumb navigation like this but if you are really struggling to fit in the breadcrumb on the screen this..."
175,Arrow Style Breadcrumb Navigation,https://codemyui.com/arrow-style-breadcrumb-navigation/,HEre we can see the classic breadcrumb navigation element with an arrow style background which helps users understand where they are on a website. This CSS only design by...
176,Round Expand On Hover Breadcrumbs,https://codemyui.com/round-expand-on-hover-breadcrumbs/,"With this breadcrumb navigation, you will get a collapsed breadcrumb element and on hover, it expands to show you the lable for each item. It was designed by Renaud..."
177,crossout and write with red pen,https://codemyui.com/crossout-and-write-with-red-pen/,"In this particular text animation, we see how to style the del ins element so it looks like the del HTML tag is crossed out from the document using..."
178,Styling the h1 to h6 Heading Tags,https://codemyui.com/styling-the-h1-to-h6-heading-tags/,If you want to add some visual style to you heading tags you might enjoy this snippet in pure css where each heading from h1 to h6 has a...
